,DateTime,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
22,01-01-2011 21:00,2011,Jan,21,Saturday,0,Mist,0.4,0.87,0.194,0.903677461,2.488639962,2.554262228
23,01-01-2011 22:00,2011,Jan,22,Saturday,0,Mist,0.4,0.94,0.2239,1.761780978,2.064641508,2.416445007
24,01-01-2011 23:00,2011,Jan,23,Saturday,0,Mist,0.46,0.88,0.2985,1.977098155,2.307354922,2.651890374
25,02-01-2011 00:00,2011,Jan,0,Sunday,0,Mist,0.46,0.88,0.2985,1.084962501,1.877443751,2.064641508
26,02-01-2011 01:00,2011,Jan,1,Sunday,0,Mist,0.44,0.94,0.2537,0.29248125,2.02219706,2.064641508
27,02-01-2011 02:00,2011,Jan,2,Sunday,0,Mist,0.42,1,0.2836,0.29248125,1.543731421,1.623963757
28,02-01-2011 03:00,2011,Jan,3,Sunday,0,Mist,0.46,0.94,0.194,0.660964047,1.084962501,1.350219859
29,02-01-2011 04:00,2011,Jan,4,Sunday,0,Mist,0.46,0.94,0.194,0.660964047,0.29248125,0.903677461
30,02-01-2011 05:00,2011,Jan,5,Sunday,0,Light Rain Or Snow,0.44,0.855,0.24625,-0.5,-0.5,-0.5
31,02-01-2011 06:00,2011,Jan,6,Sunday,0,Light Rain Or Snow,0.42,0.77,0.2985,-0.5,0.660964047,0.660964047
32,02-01-2011 07:00,2011,Jan,7,Sunday,0,Mist,0.4,0.76,0.194,-0.5,0.29248125,0.29248125
33,02-01-2011 08:00,2011,Jan,8,Sunday,0,Light Rain Or Snow,0.4,0.71,0.2239,-0.5,1.543731421,1.543731421
34,02-01-2011 09:00,2011,Jan,9,Sunday,0,Mist,0.38,0.76,0.2239,0.29248125,2.142701109,2.178776002
35,02-01-2011 10:00,2011,Jan,10,Sunday,0,Mist,0.36,0.81,0.2239,1.453445298,2.769579406,2.870733493
36,02-01-2011 11:00,2011,Jan,11,Sunday,0,Mist,0.36,0.71,0.2537,2.02219706,2.884092162,3.069775676
37,02-01-2011 12:00,2011,Jan,12,Sunday,0,Mist,0.36,0.66,0.2985,2.178776002,3.099836172,3.27344723
38,02-01-2011 13:00,2011,Jan,13,Sunday,0,Mist,0.36,0.66,0.1343,1.761780978,3.005613628,3.11920237
39,02-01-2011 14:00,2011,Jan,14,Sunday,0,Light Rain Or Snow,0.36,0.76,0.194,1.084962501,2.897207933,2.947408882
40,02-01-2011 15:00,2011,Jan,15,Sunday,0,Light Rain Or Snow,0.34,0.81,0.1642,2.142701109,2.897207933,3.10958426
41,02-01-2011 16:00,2011,Jan,16,Sunday,0,Light Rain Or Snow,0.34,0.71,0.1642,1.623963757,3.038407799,3.128693921
42,02-01-2011 17:00,2011,Jan,17,Sunday,0,Clear Or Cloudy,0.34,0.57,0.194,1.453445298,2.93518236,3.016711501
43,02-01-2011 18:00,2011,Jan,18,Sunday,0,Mist,0.36,0.46,0.3284,1.696158711,2.721471748,2.870733493
44,02-01-2011 19:00,2011,Jan,19,Sunday,0,Clear Or Cloudy,0.32,0.42,0.4478,0.29248125,2.441321525,2.465368669
45,02-01-2011 20:00,2011,Jan,20,Sunday,0,Clear Or Cloudy,0.3,0.39,0.3582,1.229715809,2.064641508,2.245926548
46,02-01-2011 21:00,2011,Jan,21,Sunday,0,Clear Or Cloudy,0.26,0.44,0.3284,1.761780978,2.178776002,2.488639962
47,02-01-2011 22:00,2011,Jan,22,Sunday,0,Clear Or Cloudy,0.24,0.44,0.2985,-0.5,1.623963757,1.623963757
48,02-01-2011 23:00,2011,Jan,23,Sunday,0,Clear Or Cloudy,0.22,0.47,0.1642,-0.5,1.543731421,1.543731421
49,03-01-2011 00:00,2011,Jan,0,Monday,1,Clear Or Cloudy,0.22,0.44,0.3582,-0.5,1.229715809,1.229715809
50,03-01-2011 01:00,2011,Jan,1,Monday,1,Clear Or Cloudy,0.2,0.44,0.4179,-0.5,0.660964047,0.660964047
51,03-01-2011 02:00,2011,Jan,2,Monday,1,Clear Or Cloudy,0.186666667,0.45,0.407966667,-0.5,-0.5,-0.5
52,03-01-2011 03:00,2011,Jan,3,Monday,1,Clear Or Cloudy,0.173333333,0.46,0.398033333,-0.5,-0.5,-0.5
53,03-01-2011 04:00,2011,Jan,4,Monday,1,Clear Or Cloudy,0.16,0.47,0.3881,-0.5,0.29248125,0.29248125
54,03-01-2011 05:00,2011,Jan,5,Monday,1,Clear Or Cloudy,0.16,0.47,0.2836,-0.5,0.903677461,0.903677461
55,03-01-2011 06:00,2011,Jan,6,Monday,1,Clear Or Cloudy,0.14,0.5,0.3881,-0.5,2.465368669,2.465368669
56,03-01-2011 07:00,2011,Jan,7,Monday,1,Clear Or Cloudy,0.14,0.5,0.194,0.29248125,2.994342343,3.005613628
57,03-01-2011 08:00,2011,Jan,8,Monday,1,Clear Or Cloudy,0.14,0.5,0.2836,0.29248125,3.631047423,3.635731514
58,03-01-2011 09:00,2011,Jan,9,Monday,1,Clear Or Cloudy,0.16,0.43,0.3881,1.453445298,3.174364077,3.233802775
59,03-01-2011 10:00,2011,Jan,10,Monday,1,Clear Or Cloudy,0.18,0.43,0.2537,1.761780978,2.533044595,2.737866715
60,03-01-2011 11:00,2011,Jan,11,Monday,1,Clear Or Cloudy,0.2,0.4,0.3284,1.696158711,2.687519716,2.843250264
61,03-01-2011 12:00,2011,Jan,12,Monday,1,Clear Or Cloudy,0.22,0.35,0.2985,1.877443751,2.799956421,2.971257253
62,03-01-2011 13:00,2011,Jan,13,Monday,1,Clear Or Cloudy,0.24,0.35,0.2836,1.543731421,2.870733493,2.971257253
63,03-01-2011 14:00,2011,Jan,14,Monday,1,Clear Or Cloudy,0.26,0.3,0.2836,1.761780978,3.027641218,3.138062203
64,03-01-2011 15:00,2011,Jan,15,Monday,1,Clear Or Cloudy,0.26,0.3,0.2537,1.928990498,2.93518236,3.089954545
65,03-01-2011 16:00,2011,Jan,16,Monday,1,Clear Or Cloudy,0.26,0.3,0.2537,1.623963757,3.038407799,3.128693921
66,03-01-2011 17:00,2011,Jan,17,Monday,1,Clear Or Cloudy,0.24,0.3,0.2239,1.761780978,3.597378427,3.649604009
67,03-01-2011 18:00,2011,Jan,18,Monday,1,Clear Or Cloudy,0.24,0.32,0.1045,1.623963757,3.60715956,3.649604009
68,03-01-2011 19:00,2011,Jan,19,Monday,1,Clear Or Cloudy,0.2,0.47,0,1.543731421,3.33974005,3.39395128
69,03-01-2011 20:00,2011,Jan,20,Monday,1,Clear Or Cloudy,0.2,0.47,0.1045,0.903677461,2.81467831,2.857122759
70,03-01-2011 21:00,2011,Jan,21,Monday,1,Clear Or Cloudy,0.18,0.64,0.1343,0.903677461,2.81467831,2.857122759
71,03-01-2011 22:00,2011,Jan,22,Monday,1,Clear Or Cloudy,0.14,0.69,0.1343,-0.5,2.178776002,2.178776002
72,03-01-2011 23:00,2011,Jan,23,Monday,1,Clear Or Cloudy,0.18,0.55,0.1045,0.29248125,1.761780978,1.821928095
73,04-01-2011 00:00,2011,Jan,0,Tuesday,1,Clear Or Cloudy,0.16,0.55,0.1045,-0.5,1.229715809,1.229715809
74,04-01-2011 01:00,2011,Jan,1,Tuesday,1,Clear Or Cloudy,0.16,0.59,0.1045,-0.5,0.660964047,0.660964047
75,04-01-2011 02:00,2011,Jan,2,Tuesday,1,Clear Or Cloudy,0.14,0.63,0.1343,-0.5,0.29248125,0.29248125
76,04-01-2011 03:00,2011,Jan,3,Tuesday,1,Clear Or Cloudy,0.14,0.63,0.11195,-0.5,-0.5,-0.5
77,04-01-2011 04:00,2011,Jan,4,Tuesday,1,Clear Or Cloudy,0.14,0.63,0.0896,-0.5,0.660964047,0.660964047
78,04-01-2011 05:00,2011,Jan,5,Tuesday,1,Clear Or Cloudy,0.12,0.68,0.1045,-0.5,1.084962501,1.084962501
79,04-01-2011 06:00,2011,Jan,6,Tuesday,1,Clear Or Cloudy,0.12,0.74,0.1045,-0.5,2.594912279,2.594912279
80,04-01-2011 07:00,2011,Jan,7,Tuesday,1,Clear Or Cloudy,0.12,0.74,0.1343,0.660964047,3.26569073,3.281121212
81,04-01-2011 08:00,2011,Jan,8,Tuesday,1,Clear Or Cloudy,0.14,0.69,0.1642,0.660964047,3.735837607,3.743920017
82,04-01-2011 09:00,2011,Jan,9,Tuesday,1,Clear Or Cloudy,0.16,0.64,0.2239,0.660964047,3.31102591,3.325525846
83,04-01-2011 10:00,2011,Jan,10,Tuesday,1,Mist,0.16,0.69,0.3284,1.229715809,2.614409345,2.704695468
84,04-01-2011 11:00,2011,Jan,11,Tuesday,1,Clear Or Cloudy,0.22,0.51,0.2985,1.453445298,2.829105741,2.922745025
85,04-01-2011 12:00,2011,Jan,12,Tuesday,1,Clear Or Cloudy,0.22,0.51,0.1642,1.821928095,3.027641218,3.147310374
86,04-01-2011 13:00,2011,Jan,13,Tuesday,1,Clear Or Cloudy,0.24,0.56,0.194,2.104726683,3.156441478,3.303665157
87,04-01-2011 14:00,2011,Jan,14,Tuesday,1,Clear Or Cloudy,0.26,0.52,0.2239,1.623963757,2.884092162,2.994342343
88,04-01-2011 15:00,2011,Jan,15,Tuesday,1,Clear Or Cloudy,0.28,0.52,0.2537,2.064641508,2.799956421,3.016711501
89,04-01-2011 16:00,2011,Jan,16,Tuesday,1,Clear Or Cloudy,0.3,0.49,0.2537,1.977098155,3.049016041,3.191852146
90,04-01-2011 17:00,2011,Jan,17,Tuesday,1,Clear Or Cloudy,0.28,0.48,0.2239,1.696158711,3.830889049,3.865659516
91,04-01-2011 18:00,2011,Jan,18,Tuesday,1,Clear Or Cloudy,0.26,0.48,0.194,0.903677461,3.743920017,3.755876327
92,04-01-2011 19:00,2011,Jan,19,Tuesday,1,Clear Or Cloudy,0.24,0.48,0.1045,0.660964047,3.39395128,3.406890596
93,04-01-2011 20:00,2011,Jan,20,Tuesday,1,Clear Or Cloudy,0.24,0.48,0.1045,0.29248125,2.870733493,2.884092162
94,04-01-2011 21:00,2011,Jan,21,Tuesday,1,Clear Or Cloudy,0.22,0.64,0,-0.5,2.799956421,2.799956421
95,04-01-2011 22:00,2011,Jan,22,Tuesday,1,Clear Or Cloudy,0.22,0.64,0.0896,0.29248125,2.554262228,2.57487356
96,04-01-2011 23:00,2011,Jan,23,Tuesday,1,Clear Or Cloudy,0.2,0.69,0.0896,0.660964047,1.623963757,1.761780978
97,05-01-2011 00:00,2011,Jan,0,Wednesday,1,Clear Or Cloudy,0.2,0.64,0,-0.5,1.350219859,1.350219859
98,05-01-2011 01:00,2011,Jan,1,Wednesday,1,Clear Or Cloudy,0.16,0.74,0.0896,-0.5,1.350219859,1.350219859
99,05-01-2011 02:00,2011,Jan,2,Wednesday,1,Clear Or Cloudy,0.16,0.74,0.0896,-0.5,0.660964047,0.660964047
100,05-01-2011 03:00,2011,Jan,3,Wednesday,1,Clear Or Cloudy,0.2,0.61,0.15675,-0.5,-0.5,-0.5
101,05-01-2011 04:00,2011,Jan,4,Wednesday,1,Clear Or Cloudy,0.24,0.48,0.2239,-0.5,0.660964047,0.660964047
102,05-01-2011 05:00,2011,Jan,5,Wednesday,1,Clear Or Cloudy,0.22,0.47,0.1642,-0.5,0.903677461,0.903677461
103,05-01-2011 06:00,2011,Jan,6,Wednesday,1,Clear Or Cloudy,0.2,0.47,0.2239,-0.5,2.533044595,2.533044595
104,05-01-2011 07:00,2011,Jan,7,Wednesday,1,Clear Or Cloudy,0.18,0.43,0.194,0.29248125,3.225605556,3.233802775
105,05-01-2011 08:00,2011,Jan,8,Wednesday,1,Clear Or Cloudy,0.2,0.4,0.2985,0.903677461,3.794357318,3.805512399
106,05-01-2011 09:00,2011,Jan,9,Wednesday,1,Clear Or Cloudy,0.22,0.37,0.3284,1.350219859,3.38739353,3.425874521
107,05-01-2011 10:00,2011,Jan,10,Wednesday,1,Clear Or Cloudy,0.22,0.37,0.3284,1.084962501,2.870733493,2.922745025
108,05-01-2011 11:00,2011,Jan,11,Wednesday,1,Clear Or Cloudy,0.26,0.33,0.3284,1.821928095,2.554262228,2.769579406
109,05-01-2011 12:00,2011,Jan,12,Wednesday,1,Clear Or Cloudy,0.26,0.33,0.3284,1.229715809,3.10958426,3.156441478
110,05-01-2011 13:00,2011,Jan,13,Wednesday,1,Clear Or Cloudy,0.28,0.3,0.2985,1.350219859,3.016711501,3.079935668
111,05-01-2011 14:00,2011,Jan,14,Wednesday,1,Clear Or Cloudy,0.3,0.28,0.194,1.696158711,2.857122759,2.982892142
112,05-01-2011 15:00,2011,Jan,15,Wednesday,1,Clear Or Cloudy,0.3,0.28,0.194,1.453445298,2.897207933,2.982892142
113,05-01-2011 16:00,2011,Jan,16,Wednesday,1,Clear Or Cloudy,0.3,0.28,0.0896,1.084962501,3.208926257,3.241907889
114,05-01-2011 17:00,2011,Jan,17,Wednesday,1,Clear Or Cloudy,0.24,0.38,0.194,1.084962501,3.77151591,3.786823594
115,05-01-2011 18:00,2011,Jan,18,Wednesday,1,Clear Or Cloudy,0.24,0.38,0.1343,0.903677461,3.689689184,3.702570732
116,05-01-2011 19:00,2011,Jan,19,Wednesday,1,Clear Or Cloudy,0.24,0.38,0.1045,1.229715809,3.497176718,3.524924275
117,05-01-2011 20:00,2011,Jan,20,Wednesday,1,Clear Or Cloudy,0.22,0.47,0.1642,1.453445298,3.183161107,3.241907889
118,05-01-2011 21:00,2011,Jan,21,Wednesday,1,Clear Or Cloudy,0.2,0.51,0.194,0.903677461,2.669925001,2.721471748
119,05-01-2011 22:00,2011,Jan,22,Wednesday,1,Clear Or Cloudy,0.18,0.55,0.1343,0.29248125,2.687519716,2.704695468
120,05-01-2011 23:00,2011,Jan,23,Wednesday,1,Clear Or Cloudy,0.2,0.47,0,0.29248125,2.104726683,2.142701109
121,06-01-2011 00:00,2011,Jan,0,Thursday,1,Clear Or Cloudy,0.18,0.55,0,-0.5,1.761780978,1.761780978
122,06-01-2011 01:00,2011,Jan,1,Thursday,1,Clear Or Cloudy,0.16,0.64,0,-0.5,1.084962501,1.084962501
123,06-01-2011 02:00,2011,Jan,2,Thursday,1,Clear Or Cloudy,0.16,0.64,0,-0.5,0.660964047,0.660964047
124,06-01-2011 03:00,2011,Jan,3,Thursday,1,Clear Or Cloudy,0.16,0.64,0.0448,-0.5,-0.5,-0.5
125,06-01-2011 04:00,2011,Jan,4,Thursday,1,Mist,0.16,0.64,0.0896,-0.5,0.29248125,0.29248125
126,06-01-2011 05:00,2011,Jan,5,Thursday,1,Mist,0.14,0.69,0.0896,-0.5,1.084962501,1.084962501
127,06-01-2011 06:00,2011,Jan,6,Thursday,1,Mist,0.14,0.63,0.1045,-0.5,2.594912279,2.594912279
128,06-01-2011 07:00,2011,Jan,7,Thursday,1,Mist,0.16,0.59,0,-0.5,3.288714414,3.288714414
129,06-01-2011 08:00,2011,Jan,8,Thursday,1,Clear Or Cloudy,0.16,0.59,0,0.903677461,3.879111607,3.889038565
130,06-01-2011 09:00,2011,Jan,9,Thursday,1,Mist,0.18,0.51,0,1.350219859,3.432093072,3.46831897
131,06-01-2011 10:00,2011,Jan,10,Thursday,1,Clear Or Cloudy,0.2,0.47,0,0.903677461,2.704695468,2.75389732
132,06-01-2011 11:00,2011,Jan,11,Thursday,1,Clear Or Cloudy,0.22,0.44,0.0896,0.660964047,2.922745025,2.947408882
133,06-01-2011 12:00,2011,Jan,12,Thursday,1,Clear Or Cloudy,0.26,0.35,0,1.350219859,3.147310374,3.200439718
134,06-01-2011 13:00,2011,Jan,13,Thursday,1,Clear Or Cloudy,0.26,0.35,0.1045,1.821928095,2.897207933,3.038407799
135,06-01-2011 14:00,2011,Jan,14,Thursday,1,Clear Or Cloudy,0.28,0.36,0.1642,1.761780978,2.947408882,3.069775676
136,06-01-2011 15:00,2011,Jan,15,Thursday,1,Clear Or Cloudy,0.28,0.36,0,1.543731421,2.884092162,2.982892142
137,06-01-2011 16:00,2011,Jan,16,Thursday,1,Clear Or Cloudy,0.26,0.38,0.1642,1.821928095,3.10958426,3.217314114
138,06-01-2011 17:00,2011,Jan,17,Thursday,1,Clear Or Cloudy,0.22,0.51,0.1642,1.623963757,3.676573413,3.715226276
139,06-01-2011 18:00,2011,Jan,18,Thursday,1,Clear Or Cloudy,0.22,0.51,0.1343,1.229715809,3.654169515,3.676573413
140,06-01-2011 19:00,2011,Jan,19,Thursday,1,Clear Or Cloudy,0.22,0.55,0.0896,0.903677461,3.38739353,3.406890596
141,06-01-2011 20:00,2011,Jan,20,Thursday,1,Clear Or Cloudy,0.2,0.51,0.1642,0.903677461,3.027641218,3.059470536
142,06-01-2011 21:00,2011,Jan,21,Thursday,1,Mist,0.22,0.55,0.2239,-0.5,2.799956421,2.799956421
143,06-01-2011 22:00,2011,Jan,22,Thursday,1,Mist,0.22,0.51,0.2836,0.29248125,2.843250264,2.857122759
144,06-01-2011 23:00,2011,Jan,23,Thursday,1,Mist,0.2,0.59,0.194,1.084962501,2.142701109,2.277294426
145,07-01-2011 00:00,2011,Jan,0,Friday,1,Mist,0.2,0.64,0.194,1.084962501,1.877443751,2.064641508
146,07-01-2011 01:00,2011,Jan,1,Friday,1,Mist,0.2,0.69,0.2239,0.660964047,1.229715809,1.453445298
147,07-01-2011 02:00,2011,Jan,2,Friday,1,Mist,0.2,0.69,0.2239,-0.5,0.29248125,0.29248125
148,07-01-2011 03:00,2011,Jan,3,Friday,1,Mist,0.2,0.69,0.1791,-0.5,-0.5,-0.5
149,07-01-2011 04:00,2011,Jan,4,Friday,1,Mist,0.2,0.69,0.1343,-0.5,0.29248125,0.29248125
150,07-01-2011 05:00,2011,Jan,5,Friday,1,Light Rain Or Snow,0.22,0.55,0,-0.5,1.229715809,1.229715809
151,07-01-2011 06:00,2011,Jan,6,Friday,1,Mist,0.2,0.69,0,1.543731421,2.363960227,2.554262228
152,07-01-2011 07:00,2011,Jan,7,Friday,1,Clear Or Cloudy,0.2,0.69,0.1343,1.543731421,3.128693921,3.200439718
153,07-01-2011 08:00,2011,Jan,8,Friday,1,Clear Or Cloudy,0.2,0.51,0.2537,2.178776002,3.786823594,3.858838212
154,07-01-2011 09:00,2011,Jan,9,Friday,1,Clear Or Cloudy,0.2,0.47,0.2985,1.623963757,3.485771777,3.535731181
155,07-01-2011 10:00,2011,Jan,10,Friday,1,Clear Or Cloudy,0.22,0.37,0.3284,2.02219706,2.784927804,2.994342343
156,07-01-2011 11:00,2011,Jan,11,Friday,1,Mist,0.2,0.4,0.2239,2.142701109,2.799956421,3.038407799
157,07-01-2011 12:00,2011,Jan,12,Friday,1,Mist,0.2,0.37,0.2537,1.623963757,2.829105741,2.947408882
158,07-01-2011 13:00,2011,Jan,13,Friday,1,Mist,0.2,0.37,0.2836,1.623963757,3.005613628,3.099836172
159,07-01-2011 14:00,2011,Jan,14,Friday,1,Mist,0.2,0.4,0.2537,1.453445298,2.721471748,2.829105741
160,07-01-2011 15:00,2011,Jan,15,Friday,1,Mist,0.2,0.37,0.1642,1.623963757,2.994342343,3.089954545
161,07-01-2011 16:00,2011,Jan,16,Friday,1,Mist,0.2,0.37,0.1642,1.229715809,3.183161107,3.225605556
162,07-01-2011 17:00,2011,Jan,17,Friday,1,Mist,0.2,0.37,0,1.623963757,3.739890132,3.775373393
163,07-01-2011 18:00,2011,Jan,18,Friday,1,Clear Or Cloudy,0.2,0.4,0.0896,1.453445298,3.432093072,3.474183616
164,07-01-2011 19:00,2011,Jan,19,Friday,1,Clear Or Cloudy,0.16,0.55,0.0896,0.903677461,3.26569073,3.288714414
165,07-01-2011 20:00,2011,Jan,20,Friday,1,Clear Or Cloudy,0.18,0.47,0.1045,0.29248125,2.829105741,2.843250264
166,07-01-2011 21:00,2011,Jan,21,Friday,1,Clear Or Cloudy,0.18,0.47,0.1343,-0.5,2.651890374,2.651890374
167,07-01-2011 22:00,2011,Jan,22,Friday,1,Mist,0.18,0.43,0.1642,0.660964047,2.554262228,2.594912279
168,07-01-2011 23:00,2011,Jan,23,Friday,1,Mist,0.18,0.51,0.1642,0.29248125,1.928990498,1.977098155
169,08-01-2011 00:00,2011,Jan,0,Saturday,0,Mist,0.18,0.51,0.1642,0.29248125,2.307354922,2.336212671
170,08-01-2011 01:00,2011,Jan,1,Saturday,0,Mist,0.18,0.55,0.0896,0.29248125,1.977098155,2.02219706
171,08-01-2011 02:00,2011,Jan,2,Saturday,0,Mist,0.18,0.55,0,0.903677461,1.877443751,2.02219706
172,08-01-2011 03:00,2011,Jan,3,Saturday,0,Light Rain Or Snow,0.18,0.55,0.1642,-0.5,1.453445298,1.453445298
173,08-01-2011 04:00,2011,Jan,4,Saturday,0,Light Rain Or Snow,0.18,0.55,0.1642,-0.5,0.29248125,0.29248125
174,08-01-2011 05:00,2011,Jan,5,Saturday,0,Mist,0.16,0.74,0.1642,-0.5,1.229715809,1.229715809
175,08-01-2011 06:00,2011,Jan,6,Saturday,0,Mist,0.16,0.74,0.1642,-0.5,0.660964047,0.660964047
176,08-01-2011 07:00,2011,Jan,7,Saturday,0,Mist,0.16,0.74,0.1045,0.29248125,1.543731421,1.623963757
177,08-01-2011 08:00,2011,Jan,8,Saturday,0,Light Rain Or Snow,0.16,0.93,0.1045,-0.5,1.977098155,1.977098155
178,08-01-2011 09:00,2011,Jan,9,Saturday,0,Light Rain Or Snow,0.16,0.93,0.1045,-0.5,2.178776002,2.178776002
179,08-01-2011 10:00,2011,Jan,10,Saturday,0,Mist,0.18,0.8,0.1642,1.229715809,2.910089481,2.971257253
180,08-01-2011 11:00,2011,Jan,11,Saturday,0,Mist,0.2,0.69,0.3881,0.660964047,2.959431619,2.982892142
181,08-01-2011 12:00,2011,Jan,12,Saturday,0,Mist,0.2,0.59,0.3582,1.543731421,3.249922944,3.31102591
182,08-01-2011 13:00,2011,Jan,13,Saturday,0,Clear Or Cloudy,0.2,0.44,0.3284,1.453445298,3.288714414,3.33974005
183,08-01-2011 14:00,2011,Jan,14,Saturday,0,Clear Or Cloudy,0.2,0.32,0.4925,1.821928095,3.191852146,3.288714414
184,08-01-2011 15:00,2011,Jan,15,Saturday,0,Clear Or Cloudy,0.2,0.32,0.4478,1.229715809,3.059470536,3.10958426
185,08-01-2011 16:00,2011,Jan,16,Saturday,0,Clear Or Cloudy,0.18,0.29,0.4478,1.543731421,3.049016041,3.128693921
186,08-01-2011 17:00,2011,Jan,17,Saturday,0,Clear Or Cloudy,0.16,0.37,0.5522,1.229715809,3.005613628,3.059470536
187,08-01-2011 18:00,2011,Jan,18,Saturday,0,Clear Or Cloudy,0.14,0.39,0.2985,0.903677461,2.857122759,2.897207933
188,08-01-2011 19:00,2011,Jan,19,Saturday,0,Clear Or Cloudy,0.14,0.36,0.2537,1.084962501,2.363960227,2.465368669
189,08-01-2011 20:00,2011,Jan,20,Saturday,0,Clear Or Cloudy,0.12,0.36,0.2537,-0.5,2.416445007,2.416445007
190,08-01-2011 21:00,2011,Jan,21,Saturday,0,Clear Or Cloudy,0.12,0.39,0.3582,0.660964047,2.57487356,2.614409345
191,08-01-2011 22:00,2011,Jan,22,Saturday,0,Clear Or Cloudy,0.12,0.36,0.3881,0.29248125,2.533044595,2.554262228
192,08-01-2011 23:00,2011,Jan,23,Saturday,0,Clear Or Cloudy,0.1,0.39,0.4478,-0.5,2.245926548,2.245926548
193,09-01-2011 00:00,2011,Jan,0,Sunday,0,Clear Or Cloudy,0.1,0.42,0.3881,0.29248125,2.307354922,2.336212671
194,09-01-2011 01:00,2011,Jan,1,Sunday,0,Clear Or Cloudy,0.1,0.42,0.4627,-0.5,1.821928095,1.821928095
195,09-01-2011 02:00,2011,Jan,2,Sunday,0,Clear Or Cloudy,0.1,0.46,0.4627,-0.5,1.761780978,1.761780978
196,09-01-2011 03:00,2011,Jan,3,Sunday,0,Clear Or Cloudy,0.1,0.46,0.4179,-0.5,1.084962501,1.084962501
197,09-01-2011 04:00,2011,Jan,4,Sunday,0,Clear Or Cloudy,0.08,0.53,0.194,-0.5,0.29248125,0.29248125
198,09-01-2011 05:00,2011,Jan,5,Sunday,0,Clear Or Cloudy,0.08,0.53,0.194,-0.5,0.29248125,0.29248125
199,09-01-2011 06:00,2011,Jan,6,Sunday,0,Clear Or Cloudy,0.1,0.49,0.2836,-0.5,0.29248125,0.29248125
200,09-01-2011 07:00,2011,Jan,7,Sunday,0,Clear Or Cloudy,0.08,0.53,0.194,0.29248125,1.229715809,1.350219859
201,09-01-2011 08:00,2011,Jan,8,Sunday,0,Clear Or Cloudy,0.1,0.49,0.2836,-0.5,1.696158711,1.696158711
202,09-01-2011 09:00,2011,Jan,9,Sunday,0,Clear Or Cloudy,0.12,0.46,0.5224,-0.5,2.142701109,2.142701109
203,09-01-2011 10:00,2011,Jan,10,Sunday,0,Clear Or Cloudy,0.14,0.43,0.3881,-0.5,2.81467831,2.81467831
